Name,Race,Grade,Rarity,6★ HP,6★ Strength,6★ Magic,6★ Vitality,6★ Agility,6★ Luck,Phys,Fire,Ice,Elec,Force,Light,Dark,Skill 1,Skill 2,Skill 3,Clear Archetype,Red Archetype,Yellow Archetype,Purple Archetype,Teal Archetype,Red Gacha,Yellow Gacha,Purple Gacha,Teal Gacha,AI,PATK,PDEF,MATK,MDEF
Forneus,Fallen,41,3,1197 (28/190),176 (57/190),117 (124/190),176 (28/190),80 (180/190),136 (112/190),-,-,Drain,Weak,-,-,Null,"Bufula|ブフーラ|5 MP|Inflicts Ice (Magic) damage with 140 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.","Mazio|マハジオ|5 MP|Inflicts Elec (Magic) damage with 80 power on All Enemies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.","Fog Breath|フォッグブレス|6 MP|Reduces ATK and EV/AC of All Enemies by 20% for 3 turns.

Lv2: +3% chance of 1 MP recovery.
Lv3: +6% chance of 1 MP recovery.
Lv4: +9% chance of 1 MP recovery.
Lv5: +12% chance of 1 MP recovery.",Resist Elec|電撃耐性|Passive|Adds Elec Resist.,"Mabufula|マハブフーラ|6 MP|Inflicts Ice (Magic) damage with 100 power on All Enemies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.","Mahashibaboo|マハシバブー|6 MP|30% chance to inflict Bind on All Enemies.

Lv2: +4% to chance to inflict status ailments.
Lv3: +7% to chance to inflict status ailments.
Lv4: +15% to chance to inflict status ailments.",Ice Boost|氷結ブースタ|Passive|+15% to Ice damage.,Null Light|破魔無効|Passive|Adds Light Null.,Agility Amp I|初段の猛速|Passive|+5 to Agility.,Memutudi|メクロズディ|4 MP|Cures All Party Members of Mute. Reduces the chance of being Muted during this wave by 30%.,"Zio|ジオ|4 MP|Inflicts Elec (Magic) damage with 120 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.",Charmdi|チャームディ|3 MP|Cures a Single Party Member of Charm. Reduces the chance of being Charmed during this wave by 30%.,Support,699,611,575,582
Zouchouten,Kishin,41,3,919 (158/190),156 (74/190),196 (28/190),117 (158/190),106 (156/190),117 (157/190),-,Null,Weak,-,-,Resist,-,"Rakukaja|ラクカジャ|5 MP|Increases DEF of All Party Members by 20% for 3 turns.

Lv2: +3% chance of 1 MP recovery.
Lv3: +6% chance of 1 MP recovery.
Lv4: +9% chance of 1 MP recovery.
Lv5: +12% chance of 1 MP recovery.","Herculean Strike|金剛発破|5 MP|Inflicts Phys (Physical) damage with 100 power on All Enemies.

Lv2: +4% to damage.
Lv3: +7% to damage.
Lv4: +10% to damage.
Lv5: +13% to damage.","Agilao|アギラオ|5 MP|Inflicts Fire (Magic) damage with 140 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.",Charge|チャージ|6 MP|Self enters a state of Charge. Increases the next Phys attack damage by 125%.,"Fire Breath|ファイアブレス|4 MP|Inflicts Fire (Magic) damage 2 to 4 times with 40 power on Random Enemy/ies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.","Taunt|挑発|3 MP|Increases ATK and reduces of DEF of All Enemies by 20% for 3 turns.

Lv2: +3% chance of 1 MP recovery.
Lv3: +6% chance of 1 MP recovery.
Lv4: +9% chance of 1 MP recovery.
Lv5: +12% chance of 1 MP recovery.",Dmg Panel Immunity|毒床無効|Passive|Nullifies Damage Panels in the Aura Gate.,Resist Dark|呪殺耐性|Passive|Adds Dark Resist.,Hellish Mask|地獄のマスク|Passive|-35% chance of receiving status ailments.,Strength Amp I|初段の剛力|Passive|+5 to Strength.,Mecharmdi|メチャームディ|4 MP|Cures All Party Members of Charm. Reduces the chance of being Charmed during this wave by 30%.,"Bufu|ブフ|4 MP|Inflicts Ice (Magic) damage with 120 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.",Attack,657,536,741,556
Hare of Inaba,UMA,41,3,919 (156/190),117 (121/190),98 (148/190),117 (156/190),182 (12/190),156 (36/190),-,Weak,-,-,-,-,-,"Dekaja|デカジャ|5 MP|Remove buffs from All Enemies.

Lv2: +3% chance of 1 MP recovery.
Lv3: +6% chance of 1 MP recovery.
Lv4: +9% chance of 1 MP recovery.
Lv5: +12% chance of 1 MP recovery.","Media|メディア|6 MP|Heals All Party Members with 25 power. (9 uses)

Lv2: +3% to Healing amount.
Lv3: +6% to Healing amount.
Lv4: +9% to Healing amount.","Trap Free|ワナフーリ|Passive|-30% to damage received from Damage Panels in the Aura Gate, and nullifies Dark Zone effects.",Recarm|リカーム|6 MP|Revive a Single Party Member with 10% HP. (3 uses),N/A|,N/A|,N/A|,N/A|,N/A|,N/A|,N/A|,N/A|,Heal,575,517,535,507
Baphomet,Vile,41,3,1197 (25/190),81 (167/190),196 (29/190),176 (25/190),97 (166/190),136 (109/190),-,-,-,-,-,Weak,Null,"Mamudo|マハムド|5 MP|Inflicts Dark (Magic) damage with 80 power on All Enemies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.","Life Drain|吸血|5 MP|Inflicts Almighty (Magic) damage with 120 power on a Single Enemy, while healing caster 25% of damage dealt.

Lv2: 3% chance of 1 MP recovery.
Lv3: 5% chance of 1 MP recovery.
Lv4: 7% chance of 1 MP recovery.
Lv5: 9% chance of 1 MP recovery.
Lv6: 11% chance of 1 MP recovery.","Maragi|マハラギ|5 MP|Inflicts Fire (Magic) damage with 80 power on All Enemies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.",Mana Gain|二分の魔脈|Passive|+2 to max MP.,"Mudodyne|ムドダイン|6 MP|Inflicts Dark (Magic) damage with 160 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.","Mahapoisma|マハポイズマ|6 MP|30% chance to inflict Poison on All Enemies.

Lv2: +4% to chance to inflict status ailments.
Lv3: +7% to chance to inflict status ailments.
Lv4: +15% to chance to inflict status ailments.",Dark Boost|呪殺ブースタ|Passive|+15% to Dark damage.,Resist Light|破魔耐性|Passive|Adds Light Resist.,"Rampage|暴れまくり|3 MP|Inflicts Phys (Physical) damage 2 to 3 times with 45 power on Random Enemy/(ies).

Lv2: +3% to damage.
Lv3: +6% to damage.
Lv4: +9% to damage.
Lv5: +12% to damage.","Mabufu|マハブフ|5 MP|Inflicts Ice (Magic) damage with 80 power on All Enemies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.",Wild Guess|野生の勘|Passive|-15% to Critical hit rate of damage received.,"Zio|ジオ|4 MP|Inflicts Elec (Magic) damage with 120 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.",Attack,500,564,741,621
Mothman,Wilder,41,3,1291 (11/190),108 (132/190),89 (165/190),196 (11/190),154 (48/190),136 (111/190),-,-,-,Resist,Weak,-,-,Resist Bind|緊縛耐性|Passive|Chance of being Bound reduced by 50%.,"Mazio|マハジオ|5 MP|Inflicts Elec (Magic) damage with 80 power on All Enemies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.","Mahashibaboo|マハシバブー|6 MP|30% chance to inflict Bind on All Enemies.

Lv2: +4% to chance to inflict status ailments.
Lv3: +7% to chance to inflict status ailments.
Lv4: +15% to chance to inflict status ailments.",Mana Bonus|一分の魔脈|Passive|+1 to max MP.,"Ziodyne|ジオダイン|6 MP|Inflicts Elec (Magic) damage with 160 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.","Shibabooon|シバブオン|6 MP|50% chance to inflict Bind on a Single Enemy.

Lv2: +3% to chance to inflict status ailments.
Lv3: +6% to chance to inflict status ailments.
Lv4: +9% to chance to inflict status ailments.
Lv5: +12% to chance to inflict status ailments.
Lv6: +20% to chance to inflict status ailments.",Insanity|狂い咲き|Passive|+20% chance to inflict status ailments.,Null Fire|火炎無効|Passive|Adds Fire Null.,"Zan|ザン|4 MP|Inflicts Force (Magic) damage with 120 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.","Heat Wave|ヒートウェイブ|5 MP|Inflicts Phys (Physical) damage with 30% crit rate and 70 power on All Enemies.

Lv2: +4% to Phys attack hit rate.
Lv3: +7% to Phys attack hit rate.
Lv4: +10% to Phys attack hit rate.
Lv5: +13% to Phys attack hit rate.
Lv6: +16% to Phys attack hit rate.",Dodge|見切り|Passive|+10% Phys evasion rate.,Meparaladi|メパララディ|4 MP|Cures All Party Members of Bind. Reduces the chance of being Bound during this wave by 30%.,Support,556,599,516,590
Makara,Dragon,41,3,1103 (58/190),108 (130/190),156 (86/190),156 (58/190),133 (97/190),126 (141/190),-,Weak,Resist,-,-,-,-,Makara Break|マカラコワース|3 MP|Removes Repel Mag from All Enemies.,"Mabufu|マハブフ|5 MP|Inflicts Ice (Magic) damage with 80 power on All Enemies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.","Tarunda|タルンダ|5 MP|Reduces ATK of All Enemies by 20% for 3 turns.

Lv2: +3% chance of 1 MP recovery.
Lv3: +6% chance of 1 MP recovery.
Lv4: +9% chance of 1 MP recovery.
Lv5: +12% chance of 1 MP recovery.",Null Weak|虚弱無効|Passive|Adds Null Weak.,"Megido|メギド|6 MP|Inflicts Almighty (Magic) damage with 80 power on All Enemies.

Lv2: +2% to damage.
Lv3: +4% to damage.
Lv4: +6% to damage.
Lv5: +8% to damage.
Lv6: +10% to damage.",Makarakarn|マカラカーン|7 MP|All Party Members repels Magic damage for 1 turn.,Life Surge|三分の活泉|Passive|+30% to Max HP.,Resist Fire|火炎耐性|Passive|Adds Fire Resist.,"Bufula|ブフーラ|5 MP|Inflicts Ice (Magic) damage with 140 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.","Counter|反撃|Passive|When receiving a Phys Attack, 50% chance to counter dealing Phys damage with 50 power.",Mind Break|吸血|5 MP|Inflicts Almighty (Magic) damage with 80 power on a Single Enemy and reduces MP by 3 MP.,"Sweet Bite|甘噛み|5 MP|Inflicts Phys (Physical) damage with 120 power on a Single Enemy with 40% chance to inflicts Charm.

Lv2: +2% chance to inflict status ailments.
Lv3: +4% chance to inflict status ailments.
Lv4: +6% chance to inflict status ailments.
Lv5: +8% chance to inflict status ailments.
Lv6: +10% chance to inflict status ailments.
Lv7: +16% chance to inflict status ailments.",Support,556,555,657,579
Power,Divine,40,3,1197 (27/190),176 (54/190),135 (105/190),176 (27/190),80 (179/190),117 (160/190),-,-,-,Resist,Weak,Null,Weak,"Media|メディア|6 MP|Heals All Party Members with 25 power. (9 uses)

Lv2: +3% to Healing amount.
Lv3: +6% to Healing amount.
Lv4: +9% to Healing amount.","Megido|メギド|6 MP|Inflicts Almighty (Magic) damage with 80 power on All Enemies.

Lv2: +2% to damage.
Lv3: +4% to damage.
Lv4: +6% to damage.
Lv5: +8% to damage.
Lv6: +10% to damage.","Fatal Sword|絶命剣|5 MP|Inflicts Phys (Physical) damage with 140 power on a Single Enemy.

Lv2: +5% to damage.
Lv3: +8% to damage.
Lv4: +11% to damage.
Lv5: +14% to damage.
Lv6: +17% to damage.","Diara|ディアラ|5 MP|Heals a Single Party Member with 90 power. (9 uses)

Lv2: +3% to Healing amount.
Lv3: +6% to Healing amount.
Lv4: +9% to Healing amount.
Lv5: +12% to Healing amount.
Lv6: +15% to Healing amount.","Mazionga|マハジオンガ|6 MP|Inflicts Elec (Magic) damage with 100 power on All Enemies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.",Rebellion|リベリオン|6 MP|Self enters a state of Might. The next Phys attack will have a Critical effect.,Assassin|暗殺者|Passive|+10% to single-target attack skill damage.,Resist Force|衝撃耐性|Passive|Adds Force Resist.,Meparaladi|メパララディ|4 MP|Cures All Party Members of Bind. Reduces the chance of being Bound during this wave by 30%.,"Mudo|ムド|4 MP|Inflicts Dark (Magic) damage with 120 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.",Magic Amp I|初段の賢魔|Passive|+5 to Magic.,Fast Recovery|自然治癒|Passive|+20% to status ailment auto cure rate.,Attack,699,611,613,591
Tam Lin,Genma,40,3,962 (140/190),196 (29/190),89 (164/190),126 (140/190),124 (118/190),145 (74/190),-,-,-,-,-,Resist,Weak,Fast Recovery|自然治癒|Passive|+20% to status ailment auto cure rate.,"Wind Breath|ウィンドブレス|4 MP|Inflicts Force (Magic) damage 2 to 4 times with 40 power on Random Enemy/ies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.","Dark Sword|暗夜剣|5 MP|Inflicts Phys (Physical) damage with 120 power on a Single Enemy with 40% chance to inflict Mute.

Lv2: +2% chance to inflict status ailments.
Lv3: +4% chance to inflict status ailments.
Lv4: +6% chance to inflict status ailments.
Lv5: +8% chance to inflict status ailments.
Lv6: +10% chance to inflict status ailments.
Lv7: +16% chance to inflict status ailments.","Hamadyne|ハマダイン|6 MP|Inflicts Light (Magic) damage with 160 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.","Deathbound|デスバウンド|4 MP|Inflicts Phys (Physical) damage 2 to 3 times with 55 power on Random Enemy/(ies).

Lv2: +3% to damage.
Lv3: +6% to damage.
Lv4: +9% to damage.
Lv5: +12% to damage.","Mediara|メディラ|7 MP|Heals All Party Members with 60 power. (9 uses)

Lv2: +3% to Healing amount.
Lv3: +6% to Healing amount.
Lv4: +9% to Healing amount.",Tetra Shift|テトラカシフト|Passive|Casts Tetrakarn at the beginning of a battle if the enemy attacks first.,Resist Fire|火炎耐性|Passive|Adds Fire Resist.,"Mazan|マハザン|5 MP|Inflicts Force (Magic) damage with 80 power on All Enemies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.","Maragi|マハラギ|5 MP|Inflicts Fire (Magic) damage with 80 power on All Enemies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.","Lunge|突撃|4 MP|Inflicts Phys (Physical) damage with 30% crit rate and 115 power on a Single Enemy.

Lv2: +4% to Phys attack hit rate.
Lv3: +7% to Phys attack hit rate.
Lv4: +10% to Phys attack hit rate.
Lv5: +13% to Phys attack hit rate.
Lv6: +16% to Phys attack hit rate.","Cleave|スラッシュ|4 MP|Inflicts Phys (Physical) damage with 120 power on a Single Enemy.

Lv2: +5% to damage.
Lv3: +8% to damage.
Lv4: +11% to damage.
Lv5: +14% to damage.
Lv6: +17% to damage.",Attack,741,566,516,513
Pele,Lady,40,3,1333 (8/190),81 (166/190),185 (55/190),205 (8/190),88 (175/190),126 (139/190),-,Resist,Weak,-,-,-,-,Meposumudi|メポズムディ|4 MP|Cures All Party Members of Poison. Reduces the chance of being Poisoned during this wave by 30%.,"Agilao|アギラオ|5 MP|Inflicts Fire (Magic) damage with 140 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.",Null Poison|毒無効|Passive|Adds Null Poison.,"Diara|ディアラ|5 MP|Heals a Single Party Member with 90 power. (9 uses)

Lv2: +3% to Healing amount.
Lv3: +6% to Healing amount.
Lv4: +9% to Healing amount.
Lv5: +12% to Healing amount.
Lv6: +15% to Healing amount.","Maragion|マハラギオン|6 MP|Inflicts Fire (Magic) damage with 100 power on All Enemies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.",Recarm|リカーム|6 MP|Revive a Single Party Member with 10% HP. (3 uses),Luck Amp II|二段の強運|Passive|+10 to Luck.,Resist Phys|物理耐性|Passive|Adds Phys Resist.,Meweakdi|メウィークディ|4 MP|Cures All Party Members of Weak. Reduces the chance of being Weakened during this wave by 30%.,"Mazan|マハザン|5 MP|Inflicts Force (Magic) damage with 80 power on All Enemies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.",Dmg Panel V I|毒床歩き|Passive|-25% to damage received from Damage Panels in the Aura Gate.,Magic Amp I|初段の賢魔|Passive|+5 to Magic.,Heal,500,596,718,648
Valkyrie,Yoma,40,3,1098 (61/190),196 (28/190),81 (181/190),155 (61/190),115 (142/190),145 (75/190),Resist,-,-,Weak,Resist,-,-,"Mahama|マハンマ|5 MP|Inflicts Light (Magic) damage with 80 power on All Enemies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.","Fatal Sword|絶命剣|5 MP|Inflicts Phys (Physical) damage with 140 power on a Single Enemy.

Lv2: +5% to damage.
Lv3: +8% to damage.
Lv4: +11% to damage.
Lv5: +14% to damage.
Lv6: +17% to damage.",Phys Boost|物理ブースタ|Passive|+15% to Phys damage.,"Heat Wave|ヒートウェイブ|5 MP|Inflicts Phys (Physical) damage with 30% crit rate and 70 power on All Enemies.

Lv2: +4% to Phys attack hit rate.
Lv3: +7% to Phys attack hit rate.
Lv4: +10% to Phys attack hit rate.
Lv5: +13% to Phys attack hit rate.
Lv6: +16% to Phys attack hit rate.","Deathbound|デスバウンド|4 MP|Inflicts Phys (Physical) damage 2 to 3 times with 55 power on Random Enemy/(ies).

Lv2: +3% to damage.
Lv3: +6% to damage.
Lv4: +9% to damage.
Lv5: +12% to damage.",Tetra Break|テトラコワース|3 MP|Removes Repel Phys from All Enemies.,Life Surge|三分の活泉|Passive|+30% to Max HP.,Resist Elec|電撃耐性|Passive|Adds Elec Resist.,Meweakdi|メウィークディ|4 MP|Cures All Party Members of Weak. Reduces the chance of being Weakened during this wave by 30%.,"Cleave|スラッシュ|4 MP|Inflicts Phys (Physical) damage with 120 power on a Single Enemy.

Lv2: +5% to damage.
Lv3: +8% to damage.
Lv4: +11% to damage.
Lv5: +14% to damage.
Lv6: +17% to damage.",Mutudi|クロズディ|3 MP|Cures a Single Party Member of Mute. Reduces the chance of being Muted during this wave by 30%.,Weakdi|ウィークディ|3 MP|Cures a Single Party Member of Weak. Reduces the chance of being Weakened during this wave by 30%.,Attack,741,598,500,541
Orthrus,Beast,35,2,1046 (91/190),164 (63/190),126 (116/190),144 (91/190),141 (76/190),89 (182/190),-,Null,Weak,-,-,-,Resist,"Agilao|アギラオ|5 MP|Inflicts Fire (Magic) damage with 140 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.","Eat Whole|丸かじり|5 MP|Inflicts Phys (Physical) damage with 120 power on a Single Enemy, while healing caster 25% of damage dealt.

Lv2: +3% to damage.
Lv3: +5% to damage.
Lv4: +7% to damage.
Lv5: +9% to damage.
Lv6: +11% to damage.","Maragi|マハラギ|5 MP|Inflicts Fire (Magic) damage with 80 power on All Enemies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.","Herculean Strike|金剛発破|5 MP|Inflicts Phys (Physical) damage with 100 power on All Enemies.

Lv2: +4% to damage.
Lv3: +7% to damage.
Lv4: +10% to damage.
Lv5: +13% to damage.","Fire Breath|ファイアブレス|4 MP|Inflicts Fire (Magic) damage 2 to 4 times with 40 power on Random Enemy/ies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.",Recarm|リカーム|6 MP|Revive a Single Party Member with 10% HP. (3 uses),Resist Bind|緊縛耐性|Passive|Chance of being Bound reduced by 50%.,Resist Elec|電撃耐性|Passive|Adds Elec Resist.,N/A|,N/A|,N/A|,N/A|,Attack,674,570,594,551
Principality,Divine,35,2,1004 (123/190),89 (150/190),195 (32/190),135 (123/190),105 (157/190),144 (77/190),-,-,-,-,-,Null,Weak,Recarm|リカーム|6 MP|Revive a Single Party Member with 10% HP. (3 uses),"Hamaon|ハマオン|5 MP|Inflicts Light (Magic) damage with 140 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.","Bufu|ブフ|4 MP|Inflicts Ice (Magic) damage with 120 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.","Media|メディア|6 MP|Heals All Party Members with 25 power. (9 uses)

Lv2: +3% to Healing amount.
Lv3: +6% to Healing amount.
Lv4: +9% to Healing amount.","Judgement Light|審判の光|4 MP|Inflicts Light (Magic) damage 2 to 4 times with 40 power on Random Enemy/ies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.",Cursedi|カースディ|3 MP|Cures a Single Party Member of Curse. Reduces the chance of being Cursed during this wave by 30%.,Light Boost|破魔ブースタ|Passive|+15% to Light damage.,Resist Dark|呪殺耐性|Passive|Adds Dark Resist.,N/A|,N/A|,N/A|,N/A|,Heal,516,523,739,576
